appId,projectId,questionId,videoUrl,videoUrlNoCm
1,4,67,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=708s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742159
1,4,68,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=799s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742173
1,4,69,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=925s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742158
1,4,70,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1098s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742177
1,4,71,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1239s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742171
1,4,72,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1337s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742197
1,4,73,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1482s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742183
1,4,74,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1536s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742156
1,4,75,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1569s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742184
1,4,76,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1605s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742201
1,4,77,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1742s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742186
1,4,78,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1802s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742165
1,4,79,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=1907s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742192
1,4,80,https://www.youtube.com/watch?v=CvBQ_-emnkc&t=2002s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742203
1,5,81,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=1s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742200
1,5,82,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=89s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742190
1,5,83,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=244s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742164
1,5,84,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=339s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742179
1,5,85,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=375s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742178
1,5,86,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=418s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742161
1,5,87,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=478s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742168
1,5,88,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=549s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742160
1,5,89,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=588s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742189
1,5,90,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=649s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742167
1,5,91,https://www.youtube.com/watch?v=zy8U2Y2bOqk&t=707s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742174
1,6,92,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5241s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742166
1,6,93,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5307s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742196
1,6,94,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5350s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742195
1,6,95,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5390s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742181
1,6,96,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5416s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742194
1,6,97,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5478s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742199
1,6,98,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5513s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742175
1,6,99,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5552s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742172
1,6,100,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5582s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742205
1,6,101,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5617s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742213
1,6,102,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5666s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742216
1,6,103,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5708s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742214
1,6,104,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5774s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742212
1,6,105,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5799s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742210
1,6,106,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5815s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742208
1,6,107,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5869s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742211
1,6,108,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5905s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742209
1,6,109,https://www.youtube.com/watch?v=yRXS_EvCBrg&t=5953s,https://school.japason.co.jp/courses/mos-mos-exce365-91-94/lectures/60742215
